target_id,evidence_class,clock,schedule,nu_u,phase,u,impact_analytic,impact_numerical,diagnostic_residual
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.20600000000000002,0.25606998370340261,0.25606998370340261,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.20800000000000002,0.25731003930322749,0.25731003930322749,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.20999999999999999,0.25854414729132053,0.25854414729132053,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.21199999999999999,0.25977239243415307,0.25977239243415307,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.214,0.2609948575036129,0.2609948575036129,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.216,0.26221162334209897,0.26221162334209897,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.218,0.26342276892490973,0.26342276892490973,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.22,0.2646283714200614,0.2646283714200614,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.222,0.26582850624566495,0.26582850624566501,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.224,0.26702324712498182,0.26702324712498188,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.22600000000000001,0.26821266613927219,0.26821266613927225,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.22800000000000001,0.26939683377854368,0.26939683377854373,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.23000000000000001,0.27057581899030053,0.27057581899030059,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.23200000000000001,0.27174968922638981,0.27174968922638992,1.1102230246251565e-16
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.23400000000000001,0.27291851048803384,0.27291851048803389,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.23600000000000002,0.27408234736913395,0.27408234736913406,1.1102230246251565e-16
